hospcode|hospname
8899210207013|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านยางคำ     ตำบลยางคำ จังหวัดร้อยเอ็ด
8899210208230|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านพันนา ตำบลพันนา จังหวัดสกลนคร
8899210209439|โรงพยาบาลส่งเสริมสุขภาพตำบลกระเทียม จังหวัดสุรินทร์
8899210200165|โรงพยาบาลทุ่งโพธิ์ทะเล จังหวัดกำแพงเพชร
8899210201235|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองบัวโดน จังหวัดกาฬสินธุ์
8899210202462|โรงพยาบาลส่งเสริมสุขภาพตำบลแม่สิน จังหวัดสุโขทัย
8899210203663|โรงพยาบาลส่งเสริมสุขภาพตำบลระเริง จังหวัดนครราชสีมา
8899210204876|โรงพยาบาลส่งเสริมสุขภาพตำบลบึงคำพร้อย หมู่ที่ 11 จังหวัดปทุมธานี
8899210206059|โรงพยาบาลส่งเสริมสุขภาพตำบลห้วยลึก จังหวัดเพชรบุรี
8899210207273|โรงพยาบาลส่งเสริมสุขภาพตำบลดอนใหญ่ จังหวัดราชบุรี
8899210208475|โรงพยาบาลส่งเสริมสุขภาพตำบลเขาขาว จังหวัดสตูล
8899210209698|โรงพยาบาลส่งเสริมสุขภาพตำบลพระพุทธบาท จังหวัดหนองคาย
8899210201492|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านซำจำปา จังหวัดขอนแก่น
8899210202710|โรงพยาบาลส่งเสริมสุขภาพตำบลทุ่งโป่ง จังหวัดแม่ฮ่องสอน
8899210203925|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านบางแรด ตำบลบ้านเพิง จังหวัดนครศรีธรรมราช
8899210205137|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเตราะหัก จังหวัดปัตตานี
8899210206106|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านพุขมิ้น จังหวัดนครสวรรค์
8899210207320|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านปากคลอง  ตำบลแพงพวย จังหวัดราชบุรี
